제목,시간,날짜,별점,리뷰제목,리뷰내용,연수분야,가격,대상,label
전인구의 주식 기초반,30차시,2023-12-14,4,좋은 강의 잘 들었습니다.,주식에 대한 기초적인 상식을 잘 알게 된 연수입니다.,자기계발,"75,000원",전체대상,0
"파워포인트를 활용한 교사의 SMART 직무비법 with 한글, 엑셀",30차시,2024-01-09,5,필요한 핵심기능들을 콕콕 짚어서 알려주는 유익한 연수,필요한 핵심기능들을 콕콕 짚어서 알려주는 유익한 연수였습니다. 특히 파워포인트는 스스로 어느정도 잘 하고 있다고 생각하였는데 다소 갈증을 느켰던 부분들이 시원스럽게 해결되어 좋았습니다. 파워포인트만으로도 아주 좋은 자료를 만들 수 있겠다는 자신감이 생겼습니다. 감사합니다.,ICT,"75,000원",전체대상,1
MBTI로 가화만사성! 성격유형으로 보는 부부&자녀 대화법,5차시,2024-03-20,5,요즘..이거 모르면 대화가 안되더라구요.,"MBTI 로 소통하는 학생들과 대화하기 위해 수강했습니다. _x000D_
재밌게 알려주셔서 유익했어요._x000D_
짧은 강의라 부담이 없었네요._x000D_
좋은 강의 감사합니다. ",자기계발,"15,000원",전체대상,1
"박세리의 ""선생님 인생도 나이스샷""",15차시,2024-05-13,5,인생 계획을 짜게 되었어요.,하루하루 부지런히 살기만 했는데 목표가 없다는 것을 알게 되었습니다. 이왕 열심히 사는 것 5년씩 목표를 정해야겠어요!!,자기계발,"50,000원",전체대상,1
"민주시민의 길, 평화와 통일교육",15차시,2024-04-02,5," 민주시민의 길, 평화와 통일교육",점점 한반도 긴장이 고조되고 있는 상황이 무섭기만 합니다. 이런와중에 평화와 통일교육에 대한 생각을 다시한번 하게 되는 계기가 되었습니다,학습지도,"40,000원",전체대상,1
한국어교원양성과정 Ⅱ,30차시,2024-03-06,3,길고 힘든 과정입니다.,"한국어교원양성과정 1의 후기에 잘못해서 별을 다섯 개 주었네요 ㅎㅎ 매우 길고 힘든 과정입니다. 연수 120시간과 참관수업, 모의수업을 마쳤지만 아직도 시험과 면접 등이 남았어요... 자격증이 필요한 건 아니지만 들인 시간과 노력, 돈이 아까워 연수를 끝까지 마무리하고 싶은데 포기하고 싶은 마음이 더 크네요ㅠㅠ",자기계발,"75,000원",전체대상,0
알면 편한 심리학 with 유미의 세포들,30차시,2024-01-17,5,그냥 편하게 들을 수 있는 연수,후기가 아주 좋아서 들었는데 저한테는 크게 공감되지는 않는 연수였어요. 그냥 편하게 듣기 좋았습니다.,자기계발,"75,000원",전체대상,1
허쌤의 짬짬이 교실놀이,4차시,2024-05-20,5,유익한 연수,레크레이션에 도움이 많이 되었습니다.,학습지도,무료,유초등,1
교사를 위한 구글 활용법(입문자편),15차시,2023-12-18,5,유익한 연수 였습니다~,회화 위주의 연수여서 많은 도움이 되었습니다,ICT,"40,000원",전체대상,1
"웹툰 '마음의소리'로 배우는 영어, 이제는 말할 수 있다",15차시,2024-02-08,5,만화와 함께 배워서 더욱 재미있었던 연수,조석님의 만화와 함께 배워서 더욱 재미있었던 연수였습니다. 코믹하고 예문도 잘 들어옵니다.,어학,"40,000원",전체대상,1
PPT의 신-학교에서 쓰는 쉬운 PPT,30차시,2024-06-02,4,파워포인트 연수,"긴 연수지만 파워포인트, 한글, 엑셀에 대해 잘 배웠습니다.",ICT,"75,000원",전체대상,0
대입이 뭐니? 2022 입시 찐 전략,15차시,2024-02-08,5,만화와 함께 배워서 더욱 재미있었던 연수,조석님의 만화와 함께 배워서 더욱 재미있었던 연수였습니다. 코믹하고 예문도 잘 들어옵니다.,자기계발,"40,000원",전체대상,1
"가장 쉬운 수업도구, 패들렛과 띵커벨",15차시,2024-06-10,5,수업 도구에 대해서,패들렛과 띵커벨 많이 들어봤지만 막상 처음 사용하기에는 엄두가 나지 않았던 프로그램이었다. 그런데 연수들으며 천천히 따라해 보니 조금씩 사용방법이 익혀져서 좋았다. ,ICT,"40,000원",전체대상,1
시크릿 플레이리스트 슈퍼콘서트,30차시,2024-04-10,5,시크릿 플레이리스트 슈퍼 콘서트,음악과 토크 콘서트에 참여한 것처럼 편안하게  즐길 수 있는 연수~!  간만의  휴식같은 힐링이 되는 연수라서 좋았다. ,자기계발,"85,000원",전체대상,1
"질문하는 공부법, 하브루타로 생각하고 실행하기",60차시,2024-02-05,5,실천과 적용이 쉽다,"교실 수업, 생활지도, 상담, 일상대화에서도 적용이 가능해서 좋았다. 보통 내가 하고 싶은 말에만 집중되어 있는데 하브루타를 배우고 나니 상대방의 말에 집중하는 습관이 생겼다. 무엇보다 프로세스가 간단하여 적용하기 쉽고 일정 부분 나도 하브루타를 수업에 적용하고 있었구나 하는 생각도 들었다. 아이들도 즐겁고 교사의 수업준비 부담도 줄고 효과도 좋은 하브루타  수업 적극 추천합니다. ",학습지도,"130,000원",전체대상,1
학습격차를 줄이기 위한 슬기로운 수업방안,15차시,2023-12-26,5,연수를 통해 많은 것을 배우고 갑니다.,좋은 연수자료를 제공해주셔서 감사합니다.,학습지도,"40,000원",중등,1
고전읽기로 1년 학급운영 쉽게 끝내기,30차시,2024-02-27,5,고전읽기로 1년 학급운영 쉽게 끝내기,"그림책, 권장 도서 읽기 등 다양한 학급 운영을 통해 학생들의 책 읽기 활동을 해보았다.  책을 가까이 접하는 초등학생에게 책을 쉽게 접할 수 있는 방법을 학급 운영에 많은 선생님께서 지도해 주신다. 고전 읽기 학급 운영 1년을 보낼 수 있는 다양한 학습 자료도 함께 제공해 주니 더욱 쉽게 다가갈 수 있어서 좋다. ",학급경영,"85,000원",유초등,1
알아두면 쓸모있는 교직실무,60차시,2024-02-14,5,알아두면 쓸모있는 교직실무,열심히 공부하게 해주는 시스템이 맘에 듭니다. 그리고 교사라면 누구나 한번쯤은 들어야할 연수입니다.,자기계발,"130,000원",전체대상,1
한국어교원양성과정 Ⅱ,30차시,2024-04-16,5,반복만이 살길이다.,"막막하던 1강이 반복되는 내용이 나오면서 들을만해져서 전진해 봅니다._x000D_
파이팅입니다.",자기계발,"75,000원",전체대상,1
"학습부진, 천천히 함께 걷기",15차시,2024-06-13,5,학습부진,유용한 연수입니다 추천!,학습지도,"35,000원",유초등,1
"김영철, 타일러의 진짜 미국식 영어2",30차시,2024-05-27,5,굿,실생활에 사용되는 표현을 쉽게 잘 알려줍니다. ,어학,"75,000원",전체대상,1
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",30차시,2024-02-19,5,엑셀의 신,"엑셀에 대해 자세하게 배우게 되어, 실무할 때 유용할듯합니다.",ICT,"75,000원",전체대상,1
아이스크림으로 완성하는 에듀테크,15차시,2024-05-03,4,지금 이 순간 가장 필요한 연수~!!!,노트북을 처음 받고 어떻게 활용할지 막막했습니다. 하지만 이 연수를 통해 방향을 잡고 조금씩 수업에 활용하기 시작하면서 저랑 학생들의 수업 만족도가 높아졌습니다. 아이스크림으로 에듀테크를 완성하시기 바랍니다. Good luck~ ,ICT,"50,000원",유초등,0
"공간의 재발견, 정리의 힘",15차시,2024-06-04,3,정리의 힘 후기,정리의 중요성과 방법을 알 수 있어 좋았습니다.,자기계발,"40,000원",전체대상,0
"탤짱쌤의 컴퓨터 활용 꼼수, 이제 나도 스마트",15차시,2024-05-21,5,재미있고 유익한 연수,강사님의 말씀대로 적당히 배워서 알차게 쓰기에 너무 좋은 내용들이 많아서 오랫만에 연수에 집중하며 잘 수강했습니다.^^ 좋은 연수 감사합니다.,ICT,"40,000원",전체대상,1
송길영의 데이터로 세상 읽기,15차시,2023-12-26,5,의미있는 연수였습니다.,현대의 다양한 모습에서 정확한 트렌드를 알 수 있는 좋은 연수였습니다. 앞으로 미래를 설계할 때 현재를 파악할 수 있어서 좋은 참고자료가 되었습니다. 여러 선생님께 적극 추천합니다.,자기계발,"50,000원",전체대상,1
여행영어 100일의 기적,15차시,2024-05-08,5,도움이 돼요,연수 들으며 많은 공감을 하게 되었습니다,어학,오픈준비중,오픈준비중,1
"진화하는 감염병, 예방과 대응 방법",15차시,2024-05-06,5,평소에 사용하는 우리말이 참 어렵다,평소에 사용하는 우리말이 사용 할 때는 저절로 사용하는데 문법적으로 설명하는 것이 참 어렵다. 외국인들이나 아이들이 참 어렵게 느낄 것 같다. 생활 속에서 의문을 가지고 생각하면서 사용해야겠다,생활지도,"40,000원",전체대상,1
"힐링여행, 유네스코 세계문화유산을 찾아서",60차시,2024-03-21,5,힐링힐링,"여행을 좋아해서인지, 제가 다녀왔던 곳이 생생하게 나오고, 이야기도 들을 수 있어서 좋았습니다. 작가님 목소리도 좋으시고, 설명도 재미있어서 즐겁게 들었던 연수에요. 시험도 쉽게 잘 보았는데, 한번씩만 들었더니 기본점수에서 감점이 되더라고요. 저는 알고 있어서 한 번씩만 들은건데.. ~ 맘편히 듣고, 90이상 가볍게 받으실 분이시라면 강추 드립니다. ^^ ",자기계발,"130,000원",전체대상,1
부자 교사의 재테크,15차시,2024-04-11,5,쟄재테크에 관심을 가지게 해 준 연수였습니다.^^,예전에는 관심이 없었었는데 교사도 재테크에 관심을 가지고 경제 공부를 해야 함을 일깨워 준 연수였습니다. 하나라도 삶에 적용하여 실천해 보겠습니다. 감사합니다.^^,자기계발,"50,000원",전체대상,1
"질문하는 공부법, 하브루타로 생각하고 실행하기",60차시,2023-12-19,5,유익하고 권하고 싶은 연수,"어려운 연수가 아니라 쉽게쉽게 들을 수 있었습니다. 무엇보다도 하브루타 러닝 프로세스가 간단하여 연수 듣는 내내 수업에 적용해볼 수 있었다는 장점이 있었습니다. 저학년이라 찬반 토론까지는 못해봤지만 둘씩 짝지어 생각을 나누는 활동을 자주 하게 되니 수업 참여도도 높고 점점 생각하는 힘이 길러지는 모습을 보게 되었습니다. 처음에는 질문할 것이 없다고 했던 아이들도 질문이 습관이 되어 이제 그림만 봐도, 동화를 들려줘도 수 많은 질문이 쏟아지는 것을 보며 지금이라도 이 연수를 듣게 된 것을 다행이라고 생각했습니다._x000D_
_x000D_
시험은 어렵지 않게 출제됩니다. 그러나 단지 이수가 목적이 아니고 점수가 필요한 분이라면 처음 들을 때는 배속 없이 잘 들으셔야 합니다. 그 다음은 1,2배속, 1,4배속으로 3번 정도 들으시고 교재 꼼꼼하게 보시기 바랍니다. 꼭 헷갈릴만한 문제가 출제되니까요._x000D_
_x000D_
좋은 연수니까 점수와 상관없이 꼭 들어보시길 권장합니다.",학습지도,"130,000원",전체대상,1
영어는 잘못이 없다.,5차시,2024-05-11,5,최고의 연수,"평소 멍멍샘 팬이어서 학급 경영에 유튜브도 많이 참고했는데_x000D_
어쩜 이리 제 관심사에 딱 맞는 연수를 열어주셔서_x000D_
급히 듣게 되었습니다._x000D_
해외 학교 생활에 대하여 그 동안 궁금했던 내용들을 속시원히 긁어주셔서 너무 만족스러운 연수였습니다. 강의가 재미있어 한달음에 들었네요._x000D_
특히 여러 나라의 정보는 얻기가 어려운데 많은 학교에서 실제 근무하는 선생님들의 인터뷰 및 브이로그를 보니 영상으로나마 접하는 해외 학교 생활에 설레고 뿌듯한 감정이 들었습니다._x000D_
해외 학교에 대한 관심만 있지 쉬운 결정이 아닌데 지원하여 일하시는 여러 선생님들을 보고 비록 한국 학교에서 근무하지만 동기부여도 많이 받았습니다. 어느 곳에 있든지 최선을 다해야겠다는 생각도 들었어요._x000D_
알찬 연수 기획하고 만들어주셔서 감사합니다!! ^^",어학,무료,전체대상,1
유초등을 사로잡는 감동의 그림책 놀이수업,30차시,2024-04-23,5,수업에 바로 활용할 수 있는 연수여서 좋았습니다.,수업에 바로 활용할 수 있는 연수여서 좋았습니다.,학습지도,"85,000원",유초등,1
직업탐구 - 별일입니다,30차시,2024-06-13,5,여러 가지 유망 직업에 대해 알았습니다.,미래를 대비할 수 있는 직업에 대해 학생들에게 많은 도움을 줄 수 있을 것 같습니다.,학습지도,"75,000",전체대상,1
"[자율연수] 탤짱쌤의 컴퓨터 활용 꼼수, 이 정도면 나도 스마트",7차시,2024-05-24,5,나도 스마트,사진을 모아 동영상 만드는데 유익했어요,ICT,무료,전체대상,1
Essential Grammar in Use(1),30차시,2024-04-05,5,오랜만의 영어공부!!,"최근 다시 영어에 관심을 가지면서 회화를 공부 하다 보니, 문법을 알아야지 조금 더 올바른 표현을 할 수 있을 것 같아서 듣기 시작했습니다. 새록새록 옛날 기억이 나면서 학교 때는 잘 이해가 안 됐는데 지금 들으니 쏙쏙 이해되고 엘리쌤 목소리도 또랑또랑 귀에 콕콕 파고들고 넘 좋았습니다.",어학,"75,000원",전체대상,1
탤짱쌤의 참 쉬운 글쓰기,15차시,2024-04-15,5,아이들 뿐 아니라 교사의 글쓰기도 성장합니다.,"아이들의 글쓰기를 구조적으로 제시하고, 평가 후 피드백을 주기 위한 사고의 과정을 알기에 적합한 연수였습니다.",교과지도,"40,000원",전체대상,1
말로 통하는 슬기로운 교사 생활,30차시,2023-12-18,5,필수 연수로 선택하면 좋겠습니다.,근래 들었던 연수 중에 아주 좋은 연수였다고 생각합니다. 모든 교사에게 권장하고 싶습니다.,자기계발,"75,000원",유초등,1
미래 인재를 위한 디지털 리터러시,15차시,2024-03-06,5,좋은 강의였어요 고마워요.,좋은 강의였어요 고마워요.,학습지도,"50,000원",전체대상,1
