제목,시간,날짜,별점,리뷰제목,리뷰내용,연수분야,가격,대상,label
현아샘의 단단하고 따뜻한 그림책 학급운영,30차시,2024-05-24,5,그림책 학급운영,시작을 현아샘의 사례로 시작하고 더 나아가 그림책을 많이 살펴보고 학급운영에 적용해 봐야겠어요.,학급경영,"75,000원",유초등,1
"상식+, 영어로 스마트하게 말하기",30차시,2024-05-24,5,다가올 미래를 대비하자,미래는 준비하는 자의 몫이다. 디지털 대전환 시기에 맞는 역량을 갖추자,어학,"75,000원",전체대상,1
"생각을 꺼내는 교육, 이제는 IB 시대",15차시,2024-05-24,5,좋은 연수입니다.,IB에 대해 자세히 들을 수 있는 연수였습니다. ,학습지도,"50,000원",전체대상,1
꼬리에 꼬리를 무는 교권이야기,15차시,2024-05-23,5,교권의 궁금증 해소,"평소 궁금햇던 연수 였습니다._x000D_
잘 듣고 배우고 감사 했습니다._x000D_
",생활지도,"85,000원",전체대상,1
"생각을 꺼내는 교육, 이제는 IB 시대",15차시,2024-05-23,5,올해 꼭 들어야 하는 연수,세계교육의 흐름에 비추어 AI와 공존하는 시대로 탈바꿈하는 이 시점에서 우리 교육이 어떠한 방향성을 가지고 이루어져야 하는지 여실히 느끼게 해주는 강의입니다! 강추!!!!,학습지도,"50,000원",전체대상,1
"생각을 꺼내는 교육, 이제는 IB 시대",15차시,2024-05-23,5,감사,이혜정 소장님의 IB 교육에 대한 소신이 있어서 알기 쉬게 배우게 되었습니다. 감사합니다.,학습지도,"50,000원",전체대상,1
양수쌤의 한 방에 끝나는 놀이체육,30차시,2024-05-23,5,체육 시간과 창체 시간에 활용할 수 있어요,아이들이 많이 좋아하고 즐겁게 할 수 있는 활동을 접할 수 있어서 좋았습니다. 체육 시간에도 하고 창체 시간에도 운영하면 좋을듯 합니다. 감사합니다.,교과지도,"75,000원",전체대상,1
친절한 차이티의 중국어 비밀과외 - 기초,15차시,2024-05-23,5,훌륭한연수,듣기만 하여도 배워지는 연수입니다,어학,"50,000원",전체대상,1
"생각을 꺼내는 교육, 이제는 IB 시대",15차시,2024-05-23,5,IB란....,소문으로만 듣던 ib과정에 대해 기본 어휘부터 이해할 수 있어 좋았습니다. ,학습지도,"50,000원",전체대상,1
정신과 전문의 김학철의 교사 마음 치유,15차시,2024-05-23,5,제 6강이 인상적이었습니다.,"제 6강 교사가 확신을 갖고 학부모를 현명하게 대처하는 방법_x000D_
이미 학부모에게 잘 대처하고 계신 분들은 알고 계시겠지만 저는 아~하는 순간이었습니다. 그런데 뭐 학부모가 변하지 않는 한 크게 달라지는 건 없겠지만 그래도 이런 행동에는 이런 속마음이 깔려있구나 하는 걸 알게 되서 좋았습니다. ",생활지도,"50,000원",전체대상,1
쏭내관과 함께하는 랜선궁궐기행,15차시,2024-05-23,5,도움이 되었습니다.,도움이 되었습니다.,교과지도,"40,000원",유초등,1
"생각을 꺼내는 교육, 이제는 IB 시대",15차시,2024-05-23,5,생각을 꺼내는 교육,"IB교육이란 용어가 생소하여 대체 어떤 교육일까? 라는 궁금증을 가지고 연수를 신청했다. 생각을 꺼내는 교육,  늘 교사로서 가졌던 질문이었다. 어떻게 아이들의 생각을 끄집어 낼 수 있을까? 교사가 먼저 알아야 우리 아이들이 미래에 필요한 역량을 기를수 있겠다. 많은 교사들에게 추천하고 싶은 연수였다.",학습지도,"50,000원",전체대상,1
아이들의 내면이 단단해지는 격려수업,15차시,2024-05-23,5,격려하기,일상생활에서 칭찬과 격려가 아이들의 내면 성장을 돕는데 좋다는것은 알고 있으나 이를 실천하기가 어렵다. 하지만 연수를 통해 아이들을 격려하는 수업에 대해 다시한번 다짐하게 되는 계기가 되었다. ,생활지도,"50,000원",전체대상,1
"김영철, 타일러의 진짜 미국식 영어2",30차시,2024-05-23,5,쉽고 재미있어요!,앒평소 알고 싶어한 표현들을 쉽고 재미있게 배울 수 있어서 좋아요. 발음과 억양도 알려주셔서 매우 유익한 강의입니다.,어학,"75,000원",전체대상,1
"공감의 통합교육, 너도 우리반이야!",30차시,2024-05-23,5,통합학급에서 겪고 있는 문제를 사례중심으로 쉽게 알려주어 도움이 많이 되었습니다 감사합니다,통합학급에서 겪고 있는 문제를 사례중심으로 쉽게 알려주어 도움이 많이 되었습니다 감사합니다,생활지도,"65,000원",전체대상,1
"생각을 꺼내는 교육, 이제는 IB 시대",15차시,2024-05-23,5,새로운 패러다임 변화에 대한 열정어린 강의,교수님의 열강에 감사 드립니다. 또한 교육현장에서 우리가 어떤 방향으로 변화해야할지를 안내해 주심에 감사드립니다. ,학습지도,"50,000원",전체대상,1
정신과 전문의 김학철의 교사 마음 치유,15차시,2024-05-23,5,추천,유익한 내용이 많았습니다. 고맙습니다.,생활지도,"50,000원",전체대상,1
초기 문해력 - 기초학력 디딤돌 세우기,15차시,2024-05-23,5,추천,유익한 내용이 많았습니다. 고맙습니다.,학습지도,"50,000원",유초등,1
다양한 재료로 쉽게 따라 하는 캘리그라피,15차시,2024-05-23,5,추천,유익한 내용이 많았습니다. 고맙습니다.,자기계발,"40,000원",전체대상,1
탤짱쌤의 참 쉬운 글쓰기,15차시,2024-05-23,5,추천,유익한 내용이 많았습니다. 고맙습니다.,교과지도,"40,000원",전체대상,1
교실에서 바로 적용하는 스마트기기 활용 수업,15차시,2024-05-23,5,추천,유익한 내용이 많았습니다. 고맙습니다.,학습지도,"50,000원",유초등,1
신영일과 함께하는 안전교육 365,15차시,2024-05-23,5,추천,유익한 내용이 많았습니다. 고맙습니다.,생활지도,"40,000원",전체대상,1
추억 소환! 종이접기 리턴즈,15차시,2024-05-23,5,추천합니다.,유익한 내용이 많았습니다. 고맙습니다.,학습지도,"40,000원",전체대상,1
흔들리지 않는 교실을 위한 단호한 학급운영,30차시,2024-05-23,5,추천합니다.,유익한 내용이 많았습니다. 고맙습니다.,학급경영,"85,000원",유초등,1
고민 톡톡! 토크로 풀어보는 재밌는 성[性] 이야기,30차시,2024-05-23,5,정재승의 인간수업,뇌과학을 접하게 되는 소중한 기회....뇌의 역할을 세분하여 인간의 행동과 마음을 이해할 수 있었다.,생활지도,"75,000원",전체대상,1
"생각을 꺼내는 교육, 이제는 IB 시대",15차시,2024-05-22,5,생각하고 변화하고 싶은 연수,강사님의 말씀 하나 하나가 교육의 변화를 요구하는 것 같아 따르고 싶고 더 배우고 싶은 연수였습니다. 반복으로 듣고 싶어요,학습지도,"50,000원",전체대상,1
어쩌다 바다 건너 유럽 미술에 빠지는 순간,30차시,2024-05-22,5,잘 몰랐던 미술작가들을 알게해 준 연수 ,유명작가들에 치우쳐 잘 몰랐던 미술작가들을 알게해 준 연수라서 유익했습니다.  ,자기계발,"85,000원",전체대상,1
어디까지 가봤니? 아는 만큼 보이는 두근두근 세상 모든 여행!,30차시,2024-05-22,5,나를 위한 휠링의 시간,태원준 작가의 주제별 연수는 나를 위한 휠링의 시간이 되었습니다. 몰랐던 여행장소를 알게되는 기쁨이 있네요. ,자기계발,"85,000원",전체대상,1
"Z세대의 소통법, 유튜브 활용 교육",30차시,2024-05-22,5,유튜브 입문자에게 유용한 연수,사례를 통해 알기쉽게 전달하는 연수입니다. 유튜브 입문자에게 유용한 연수라고  추천합니다. ,ICT,"75,000원",전체대상,1
큰별쌤 최태성의 별★별한국사,30차시,2024-05-22,5,초등 고학년 학생에게도 추천,"한국사에 관심이 있는 초등학교 고학년 학생이 들어도 재미있고 쉬울 연수입니다. 한 눈에 들어오는 판서, 전달력 좋은 연수였습니다. ",교과지도,"75,000원",전체대상,1
현아샘의 교실을 살리는 그림책 감정 수업,30차시,2024-05-22,5,강추합니다. ,"생활지도를 위해 먼저 감정을 알고 자신의 감정을 어떻게 표현해야 할 지 알지 못하는  아이들에게 그림책을 통해 자신의 감정을 어떻게 표현하는 것이 좋은지 알게 되는 좋은 강의였습니다. 마음이 따뜻해지는 강의, 학생들의 마음을 읽고 풀어줄 수 있는 행복한 강의를 해주셔서 많은 도움이 되었습니다. 교사도 힐링이 되는 시간이었습니다. 감사합니다.",학습지도,"85,000원",유초등,1
핵심만 콕! 수업에 바로 쓰는 메타버스,15차시,2024-05-22,5,메타버스,메타버스란 용어가 생소하고 알고 싶어서 신청했는데 수업에 활용하면 좋을 팁을 많이 알게 되어 좋았습니다.,학습지도,"40,000원",전체대상,1
"생각을 꺼내는 교육, 이제는 IB 시대",15차시,2024-05-22,5,IB교육이 무엇인지 알 수 있는 연수,"IB교육이 어떤 교육인지 감이 오지 않아 신청한 연수인데_x000D_
대한민국에 왜 IB 교육이 필요한지 알게되었고_x000D_
미래 사회에 적응하는 인재를 기르기 위해_x000D_
IB 교육의 공교육에 도입이 필요하다는 것을 알게되었습니다.",학습지도,"50,000원",전체대상,1
통합교육의 거의 모든 것,30차시,2024-05-22,5,통합교육을 하는 데 큰 도움이 되었습니다.,첫 도움반 친구를 맡아 통합학급을 운영하게 되었습니다. 이 연수를 통해 조금의 자신감을 얻었습니다. 좋은 연수 마련해주셔서 감사합니다.,생활지도,"75,000원",전체대상,1
전인구의 주식 기초반,30차시,2024-05-22,4,흥미롭고 재미가 있는 연수,"매우 유익했고, 주변 사람들과의 생활에 적용해보고 싶은 생각이 드네요._x000D_
_x000D_
학생들이나 동료교사들에게도 적용이 되니_x000D_
_x000D_
더욱 더 잘 이해하게 되고 도움이 됩니다. 한 두번은 더 들어야 더 이해가 제대로 될  것 같지만",자기계발,"75,000원",전체대상,0
아이들의 내면이 단단해지는 격려수업,15차시,2024-05-22,5,유익한 강의,학급 운영에 도움이 많이 되네요. ,생활지도,"50,000원",전체대상,1
별보다 빛나는 당신을 위한 슈퍼콘서트,30차시,2024-05-22,5,자체가 힐링인 연수입니다!,"언젠가부터 듣고싶은 연수보다 들어야 하는 연수가 우선이었는데 정말 내가 듣고 싶은 연수를 들어서 참 뿌듯합니다._x000D_
아껴들으려고 조금씩 조금씩 나눠들었네요._x000D_
오늘은 어느 가수가 어떤 이야기를 해줄까하는 설램도 있었어요._x000D_
수강 기간내내 행복했습니다._x000D_
제 추천으로 수강하는 동료들에게 좋은 연수 알려줘서 고맙다는 말도 듣고~_x000D_
씨즌 3,4 쭉쭉 나왔으면 합니다.",자기계발,"75,000원",전체대상,1
여행과 문화로 배우는 맛있는 스쿨 - 일본어 편,15차시,2024-05-22,5,일본어연수,"일본어연수를 들으면서 일본에 대한 문화 등등을 생각합니다. 처음으로 어학을 공부하고 싶어 일본어를 들어보았는데, 재미있었습니다. 이번 연수가 새로운 변화를 주는 기회가 되어 기쁩니다. 연수진행 강사님 참 잘하십니다._x000D_
고맙습니다.",어학,"40,000원",전체대상,1
"골프, 초보에서 필드까지",30차시,2024-05-22,5,"유익한 연수, 반드시 도움이 되요~",골프 6개월차 입니다. 정말 유익한 연수 였습니다. 연수 듣고 연습장 가면 많은 도움이 됩니다. 초보분들이라면 추천합니다.,자기계발,"85,000원",전체대상,1
"골프, 초보에서 필드까지",30차시,2024-05-22,5,연수 좋아요,연수흐름이 너무 좋고 시스템이 편해서 좋았습니다,자기계발,"85,000원",전체대상,1
처음 만나는 다문화교육,30차시,2024-05-22,5,처음 만나는 다문화교육,다문화사회를 위한 교사의 역할과 역량을 키우는데 도움이 되는 연수였습니다. ,생활지도,"75,000원",전체대상,1
교사를 위한 구글 활용법(입문자편),15차시,2024-05-21,4,갈수록 궁금해지는 뇌과학,뇌에 관련된 용어들이 잘 익숙해지지는 않았지만 일상 속에서 겪게 되는 일들을 뇌과학의 입장에서 자세히 알려주셔서 도움이 되었어요. ,ICT,"40,000원",전체대상,0
하지현의 감정수업,30차시,2024-05-21,5,감정 알기,"다양한 감정에 대해 알게 되고, 실생활에 적용해 볼 수 있어요.",생활지도,"85,000원",전체대상,1
야나두 미국에서 한 달 살기- 현지 체험 편,30차시,2024-05-21,5,야나두 미국에서 한 달 살기-현지 체험 편,연수 내용이 도움이 많이 되었어요. 정말 감사드립니다. ^^,어학,"75,000원",전체대상,1
야나두 미국에서 한 달 살기- 현지 토크 편,15차시,2024-05-21,5,야나두 미국에서 한 달 살기-현지 토크 편,연수 내용이 도움이 많이 되었습니다.. 감사드립니다. ^^,어학,"40,000원",전체대상,1
읽고 쓰고 만드는 그림책 수업,30차시,2024-05-21,5,읽고 쓰고 만드는 그림책 수업,연수 내용이 도움이 많이 되었습니다. 감사드립니다. ^^,학습지도,"75,000원",전체대상,1
"생각을 꺼내는 교육, 이제는 IB 시대",15차시,2024-05-21,5,IB에 대해 알고 싶다면,IB에 대해 알고 싶다면 이 연수를 들으면 될 것 같아요. 연수가 도움이 많이 되었습니다. 감사드립니다. ,학습지도,"50,000원",전체대상,1
영어로 세계 속으로 with 테드,30차시,2024-05-21,4,테드 강의,"테드 강의 통해서 여러가지 세계 삶의 모습과 영어에 대해서도 배울 수 있었어요._x000D_
교재가 혹시 따로 있나요? 제공된 교안외에도??_x000D_
수업 영상 로드할때 자꾸 끊어짐이 있어서 아슁웠어요",어학,"85,000원",전체대상,0
